id,name,identity,align,eye,hair,alive,appearances,first_appearance,year
1257,Benjamin Hunter (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,21,"1967, April",1967
1259,Steven Sharpe III (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Deceased Characters,21,"1944, June",1944
1262,Roy Lincoln (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,21,"1941, August",1941
1264,Lois Lane Robot (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Living Characters,20,"2010, August",2010
1266,Ciji (New Earth),Public Identity,Good Characters,Green Eyes,Brown Hair,Living Characters,20,"2009, July",2009
1267,Robert Dickering (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,20,"2009, October",2009
1272,James Lenahan (New Earth),Public Identity,Good Characters,Brown Eyes,Blond Hair,Deceased Characters,20,"2005, September",2005
1273,Jillian Pearlman (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,20,"2005, July",2005
1274,Lup\u00e9 Teresa Leocadio-Escudero (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,20,"2004, April",2004
1279,Daniel Tsang (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Living Characters,20,"2002, February",2002
1280,Josiah Power (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Living Characters,20,"2002, February",2002
1281,Cindy Burman (New Earth),Public Identity,Bad Characters,Green Eyes,Brown Hair,Living Characters,20,"1999, August",1999
1283,Sofia Falcone (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Deceased Characters,20,"1997, May",1997
1288,Sharon Hawkins (Dakotaverse),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,20,"1993, June",1993
1289,Trogg (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,20,"1993, January",1993
1291,Kit Ryan (New Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Living Characters,20,"1991, October",1991
1292,Lynx (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Deceased Characters,20,"1991, January",1991
1296,Dominic Mndawe (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,20,"1989, July",1989
1301,Themis (New Earth),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Living Characters,20,"1985, August",1985
1302,Thia (New Earth),Public Identity,Neutral Characters,Red Eyes,Red Hair,Living Characters,20,"1985, April",1985
1303,Arnold Pruett (New Earth),Secret Identity,Bad Characters,Red Eyes,Red Hair,Living Characters,20,"1984, July",1984
1304,Anton Knight (Earth-One),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Living Characters,20,"1983, August",1983
1308,Mara (New Earth),Public Identity,Good Characters,Violet Eyes,Blond Hair,Living Characters,20,"1982, December",1982
1312,Forager I (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,20,"1972, July",1972
1313,Gilotina (New Earth),Secret Identity,Bad Characters,Blue Eyes,Platinum Blond Hair,Living Characters,20,"1972, June",1972
1316,Simyan (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,20,"1971, January",1971
1319,Michael Payson Maxwell (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,20,"1967, February",1967
1322,Richard Raleigh (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Deceased Characters,20,"1940, July",1940
1325,Markus Clay (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,19,"2008, March",2008
1327,Thomas Jagger (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,19,"2006, June",2006
1337,Manchester Black (New Earth),Public Identity,Bad Characters,Brown Eyes,Purple Hair,Deceased Characters,19,"2001, March",2001
1338,Cerdian (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Deceased Characters,19,"2000, May",2000
1341,Mario Falcone (New Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Deceased Characters,19,"1999, December",1999
1343,Rita Lopez (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,19,"1997, June",1997
1344,Alberto Falcone (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Deceased Characters,19,"1996, December",1996
1345,Byron Stark (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Deceased Characters,19,"1996, October",1996
1348,Sonar III (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Living Characters,19,"1995, September",1995
1349,Alexandra DeWitt (New Earth),Public Identity,Good Characters,Green Eyes,Blond Hair,Deceased Characters,19,"1994, January",1994
1350,Gunbunny (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Deceased Characters,19,"1994, May",1994
1352,Edward Walker (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,19,1993,1993
1354,Kate Godwin (New Earth),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Deceased Characters,19,"1993, September",1993
1355,Kelvin Mao (New Earth),Secret Identity,Good Characters,Yellow Eyes,Black Hair,Deceased Characters,19,1993,1993
1359,Elizabeth Alderman (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Deceased Characters,19,"1991, September",1991
1363,Ivan Illyich Gort (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,19,"1988, January",1988
1364,Scott Fischer (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,19,"1988, March",1988
1368,Melody Case (New Earth),Public Identity,Neutral Characters,Green Eyes,Red Hair,Living Characters,19,"1986, June",1986
1370,Jonni Thunder (New Earth),Public Identity,Good Characters,Green Eyes,Blond Hair,Living Characters,19,"1985, February",1985
1371,Alan Welles (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Deceased Characters,19,"1984, June",1984
1374,Maude Stone (New Earth),Public Identity,Good Characters,Brown Eyes,White Hair,Living Characters,19,"1984, August",1984
1376,Tucker Stone (New Earth),Public Identity,Good Characters,Brown Eyes,White Hair,Living Characters,19,"1984, August",1984
1378,Duarmzshee-Paan (New Earth),Public Identity,Bad Characters,Red Eyes,Green Hair,Deceased Characters,19,"1981, June",1981
1388,Snake-Oil (New Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Living Characters,19,"1967, April",1967
1390,Fisherman (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Deceased Characters,19,"1965, June",1965
1391,Roger Denning (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Living Characters,19,"1965, September",1965
1394,Ira West (New Earth),Public Identity,Good Characters,Blue Eyes,Grey Hair,Living Characters,19,"1963, February",1963
1395,Jackie Johnson (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,19,"1961, December",1961
1396,Herupa Hando Hu (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Living Characters,19,"1960, August",1960
1398,Rose Canton (New Earth),Secret Identity,Bad Characters,Black Eyes,Blond Hair,Deceased Characters,19,"1947, November",1947
1399,Jonathan Cheval (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Deceased Characters,19,"1945, April",1945
1403,Bruce Wayne Clone (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Deceased Characters,18,"2009, January",2009
1407,Alexander Montez (New Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Deceased Characters,18,"2001, September",2001
1408,Trevor Barnes (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,18,"2001, July",2001
1410,Plunder (New Earth),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Living Characters,18,"2000, October",2000
1417,Dudley H. Dudley (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Living Characters,18,"1995, March",1995
1419,Annie Bonelli (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,18,"1993, May",1993
1424,Shondra Kinsolving (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,18,"1992, November",1992
1427,Magdalene Kyle (New Earth),Public Identity,Neutral Characters,Green Eyes,Brown Hair,Living Characters,18,"1989, February",1989
1432,Thomas Emery (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,18,"1987, July",1987
1433,Margaret Pye (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Deceased Characters,18,"1986, November",1986
1435,Michael Dugan (New Earth),Public Identity,Neutral Characters,Green Eyes,Red Hair,Living Characters,18,"1985, February",1985
1436,Leah Wasserman (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Deceased Characters,18,"1984, November",1984
1439,Gan Williams (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,18,"1983, June",1983
1440,Jake Simmons (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Living Characters,18,"1983, May",1983
1441,Tavis Williams (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,18,"1983, June",1983
1443,Garn Daanuth (New Earth),Public Identity,Bad Characters,White Eyes,White Hair,Living Characters,18,"1982, July",1982
1446,Kari Limbo (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,18,"1979, June",1979
1448,Katherine Manser (New Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Deceased Characters,18,"1978, October",1978
1453,Starbreaker (New Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Living Characters,18,"1972, February",1972
1456,Cleveland Brand (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Deceased Characters,18,"1968, April",1968
1458,Edward Dawson (New Earth),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Living Characters,18,"1967, July",1967
1460,Urania Blackwell (New Earth),Secret Identity,Good Characters,Black Eyes,Green Hair,Deceased Characters,18,"1967, February",1967
1463,Karin Grace (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Deceased Characters,18,"1959, September",1959
1464,Thomas Curry (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,18,"1959, May",1959
1465,Gudra (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,18,"1946, October",1946
1466,Turtle (New Earth),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Living Characters,18,"1945, December",1945
1468,Julie Madison (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,18,"1939, September",1939
1474,Achilles Warkiller (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,17,"2009, May",2009
1475,Frank Verrano (New Earth),Secret Identity,Good Characters,Black Eyes,Brown Hair,Living Characters,17,"2009, October",2009
1477,Marvin Kuttler (New Earth),Public Identity,Good Characters,Black Eyes,Brown Hair,Deceased Characters,17,"2006, May",2006
1482,Alexander Nero (New Earth),Public Identity,Bad Characters,Black Eyes,Red Hair,Deceased Characters,17,"2001, January",2001
1483,Veronica Sinclair (New Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Living Characters,17,"2001, September",2001
1484,Aubrey Sparks (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Living Characters,17,"2000, September",2000
1488,Walker Gabriel (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,17,"1998, March",1998
1491,Frostbite (New Earth),Secret Identity,Good Characters,Blue Eyes,Blue Hair,Living Characters,17,"1997, June",1997
1493,Magala (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,17,"1997, August",1997
1494,Frederick von Frankenstein (New Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Living Characters,17,"1996, October",1996
1497,Jean Hawkins (Dakotaverse),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,17,"1993, June",1993
1498,Mace Gardner (New Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Living Characters,17,"1993, September",1993
1503,Marianne (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,17,"1990, September",1990
1511,David Winston (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Deceased Characters,17,"1985, November",1985
1513,Tethys (New Earth),Public Identity,Neutral Characters,Green Eyes,Green Hair,Living Characters,17,"1985, August",1985
1514,Trouble (New Earth),Public Identity,Good Characters,Black Eyes,White Hair,Living Characters,17,"1985, July",1985
1516,James Lockhart (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,17,"1984, March",1984
1522,Mnemosyne (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Living Characters,17,"1981, September",1981
1525,Arkkis Chummuck (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,17,"1980, July",1980
1526,Mei Ling (New Earth),Public Identity,Neutral Characters,Black Eyes,Black Hair,Living Characters,17,"1979, April",1979
1528,Justin Ballantine (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Living Characters,17,"1974, June",1974
1529,Fastbak (New Earth),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Deceased Characters,17,"1971, November",1971
1534,Matthew Savage (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,17,"1959, October",1959
1535,Michael Miller (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,17,"1959, December",1959
1536,Meredith Creamer (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,17,"1948, June",1948
1537,Chay-Ara (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,17,"1940, January",1940
1540,Jack Latham (New Earth),Public Identity,Good Characters,Black Eyes,Grey Hair,Living Characters,16,"2009, October",2009
1543,Crazy Shy Lolita Canary (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,16,"2008, August",2008
1545,Miri Riam (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,16,"2008, December",2008
1547,Hector (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,16,"2007, January",2007
1548,Amparo Cardenas (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,16,"2006, July",2006
1554,Slobo (New Earth),Secret Identity,Neutral Characters,Yellow Eyes,Black Hair,Living Characters,16,"2001, December",2001
1556,Boone (New Earth),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Living Characters,16,"1999, October",1999
1561,Grayven (New Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Deceased Characters,16,"1996, June",1996
1562,James Tilton (New Earth),Public Identity,Good Characters,Yellow Eyes,Black Hair,Deceased Characters,16,"1996, December",1996
1563,Kindred Marx (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,16,"1996, September",1996
1564,Nina Skorzeny (New Earth),Public Identity,Good Characters,Red Eyes,Black Hair,Living Characters,16,"1996, December",1996
1568,Thomas Trigger (New Earth),Public Identity,Bad Characters,Green Eyes,Red Hair,Deceased Characters,16,"1993, October",1993
1569,Jack T. Chance (New Earth),Public Identity,Good Characters,Red Eyes,Blue Hair,Deceased Characters,16,"1992, June",1992
1570,Deathwing (Team Titans),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,16,1991,1991
1571,David Knight (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,16,"1990, September",1990
1572,Hans Leckter (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Deceased Characters,16,"1990, June",1990
1575,Tobias Manning (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Deceased Characters,16,"1990, August",1990
1576,Tracer (New Earth),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Living Characters,16,"1990, June",1990
